,secid,date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,optionid,forward_price,index_flag,issuer,exercise_style,S
3269933,112878,2018-03-16,2018-03-16,20180316.0,C,1320000,1.05,1.75,16,0.105985,118667815,,1,CBOE S&P 100 INDEX,E,1211.4000244140625
3271643,112878,2018-03-19,2018-03-19,20180316.0,C,1320000,0.65,1.4,0,0.116581,118667815,,1,CBOE S&P 100 INDEX,E,1192.1099853515625
3273425,112878,2018-03-20,2018-03-20,20180316.0,C,1320000,0.6,1.3,0,0.115365,118667815,,1,CBOE S&P 100 INDEX,E,1192.4300537109375
3275207,112878,2018-03-21,2018-03-21,20180316.0,C,1320000,0.45,1.15,0,0.11482,118667815,,1,CBOE S&P 100 INDEX,E,1189.530029296875
3277117,112878,2018-03-22,2018-03-22,20180316.0,C,1320000,0.15,0.85,0,0.130252,118667815,,1,CBOE S&P 100 INDEX,E,1157.9100341796875
3279089,112878,2018-03-23,2018-03-23,20180316.0,C,1320000,0.05,0.75,0,0.144939,118667815,,1,CBOE S&P 100 INDEX,E,1133.010009765625
3280977,112878,2018-03-26,2018-03-26,20180316.0,C,1320000,0.25,0.95,0,0.131696,118667815,,1,CBOE S&P 100 INDEX,E,1164.969970703125
3282865,112878,2018-03-27,2018-03-27,20180316.0,C,1320000,0.05,0.75,0,0.140545,118667815,,1,CBOE S&P 100 INDEX,E,1143.739990234375
3284753,112878,2018-03-28,2018-03-28,20180316.0,C,1320000,0.05,0.7,0,0.141834,118667815,,1,CBOE S&P 100 INDEX,E,1141.5
3286759,112878,2018-03-29,2018-03-29,20180316.0,C,1320000,0.2,0.9,0,0.138339,118667815,,1,CBOE S&P 100 INDEX,E,1157.3699951171875
3288625,112878,2018-04-02,2018-04-02,20180316.0,C,1320000,0.0,0.6,0,0.149551,118667815,,1,CBOE S&P 100 INDEX,E,1131.6500244140625
3290561,112878,2018-04-03,2018-04-03,20180316.0,C,1320000,0.0,0.65,0,0.140994,118667815,,1,CBOE S&P 100 INDEX,E,1146.260009765625
3292497,112878,2018-04-04,2018-04-04,20180316.0,C,1320000,0.0,0.7,0,0.132989,118667815,,1,CBOE S&P 100 INDEX,E,1159.760009765625
3294623,112878,2018-04-05,2018-04-05,20180316.0,C,1320000,0.05,0.7,0,0.127866,118667815,,1,CBOE S&P 100 INDEX,E,1169.1700439453125
3296749,112878,2018-04-06,2018-04-06,20180316.0,C,1320000,0.0,0.6,0,0.144303,118667815,,1,CBOE S&P 100 INDEX,E,1143.780029296875
3298725,112878,2018-04-09,2018-04-09,20180316.0,C,1320000,0.0,0.6,0,0.14411,118667815,,1,CBOE S&P 100 INDEX,E,1148.030029296875
3300701,112878,2018-04-10,2018-04-10,20180316.0,C,1320000,0.1,0.8,0,0.136853,118667815,,1,CBOE S&P 100 INDEX,E,1168.1400146484375
3302677,112878,2018-04-11,2018-04-11,20180316.0,C,1320000,0.05,0.75,0,0.142019,118667815,,1,CBOE S&P 100 INDEX,E,1160.5799560546875
3304773,112878,2018-04-12,2018-04-12,20180316.0,C,1320000,0.0,0.65,0,0.13081,118667815,,1,CBOE S&P 100 INDEX,E,1170.7900390625
3306869,112878,2018-04-13,2018-04-13,20180316.0,C,1320000,0.0,0.6,0,0.133041,118667815,,1,CBOE S&P 100 INDEX,E,1167.5
3308817,112878,2018-04-16,2018-04-16,20180316.0,C,1320000,0.0,0.6,0,0.129418,118667815,,1,CBOE S&P 100 INDEX,E,1175.8299560546875
3310765,112878,2018-04-17,2018-04-17,20180316.0,C,1320000,0.0,0.65,0,0.121425,118667815,,1,CBOE S&P 100 INDEX,E,1188.3900146484375
3312757,112878,2018-04-18,2018-04-18,20180316.0,C,1320000,0.0,0.6,0,0.12202,118667815,,1,CBOE S&P 100 INDEX,E,1187.260009765625
3314749,112878,2018-04-19,2018-04-19,20180316.0,C,1320000,0.0,0.6,0,0.1276,118667815,,1,CBOE S&P 100 INDEX,E,1181.8900146484375
3316741,112878,2018-04-20,2018-04-20,20180316.0,C,1320000,0.0,0.6,0,0.138479,118667815,,1,CBOE S&P 100 INDEX,E,1170.449951171875
3318569,112878,2018-04-23,2018-04-23,20180316.0,C,1320000,0.0,0.55,0,0.140652,118667815,,1,CBOE S&P 100 INDEX,E,1170.4300537109375
3320469,112878,2018-04-24,2018-04-24,20180316.0,C,1320000,0.0,0.5,0,0.154652,118667815,,1,CBOE S&P 100 INDEX,E,1153.8399658203125
3322369,112878,2018-04-25,2018-04-25,20180316.0,C,1320000,0.0,0.5,0,0.154767,118667815,,1,CBOE S&P 100 INDEX,E,1155.3800048828125
3324389,112878,2018-04-26,2018-04-26,20180316.0,C,1320000,0.0,0.5,0,0.144064,118667815,,1,CBOE S&P 100 INDEX,E,1169.1700439453125
3326409,112878,2018-04-27,2018-04-27,20180316.0,C,1320000,0.0,0.5,0,0.144815,118667815,,1,CBOE S&P 100 INDEX,E,1169.9000244140625
3328285,112878,2018-04-30,2018-04-30,20180316.0,C,1320000,0.0,0.5,0,0.157891,118667815,,1,CBOE S&P 100 INDEX,E,1160.72998046875
3330161,112878,2018-05-01,2018-05-01,20180316.0,C,1320000,0.0,0.4,0,0.151836,118667815,,1,CBOE S&P 100 INDEX,E,1164.4000244140625
3332037,112878,2018-05-02,2018-05-02,20180316.0,C,1320000,0.0,0.4,0,0.16069,118667815,,1,CBOE S&P 100 INDEX,E,1156.6400146484375
3333959,112878,2018-05-03,2018-05-03,20180316.0,C,1320000,0.0,0.4,0,0.165051,118667815,,1,CBOE S&P 100 INDEX,E,1153.9300537109375
3335953,112878,2018-05-04,2018-05-04,20180316.0,C,1320000,0.0,0.45,0,0.154371,118667815,,1,CBOE S&P 100 INDEX,E,1169.6400146484375
3337825,112878,2018-05-07,2018-05-07,20180316.0,C,1320000,0.0,0.45,0,0.155534,118667815,,1,CBOE S&P 100 INDEX,E,1174.260009765625
