,secid,date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,optionid,forward_price,index_flag,issuer,exercise_style,S
3543201,112878,2018-09-27,2018-09-27,20180927.0,C,1220000,91.7,94.9,11,0.16593,124068733,,1,CBOE S&P 100 INDEX,E,1295.3199462890625
3545717,112878,2018-09-28,2018-09-28,20180927.0,C,1220000,89.5,92.6,0,0.160066,124068733,,1,CBOE S&P 100 INDEX,E,1294.27001953125
3548047,112878,2018-10-01,2018-10-01,20180927.0,C,1220000,94.4,97.6,0,0.161712,124068733,,1,CBOE S&P 100 INDEX,E,1300.8399658203125
3550455,112878,2018-10-02,2018-10-02,20180927.0,C,1220000,95.8,98.7,0,0.16564,124068733,,1,CBOE S&P 100 INDEX,E,1301.56005859375
3552863,112878,2018-10-03,2018-10-03,20180927.0,C,1220000,97.0,99.7,0,0.167195,124068733,,1,CBOE S&P 100 INDEX,E,1302.800048828125
3555387,112878,2018-10-04,2018-10-04,20180927.0,C,1220000,88.6,92.1,0,0.170685,124068733,,1,CBOE S&P 100 INDEX,E,1291.530029296875
3557911,112878,2018-10-05,2018-10-05,20180927.0,C,1220000,81.8,86.4,0,0.170424,124068733,,1,CBOE S&P 100 INDEX,E,1283.3399658203125
3560277,112878,2018-10-08,2018-10-08,20180927.0,C,1220000,83.3,87.4,0,0.176705,124068733,,1,CBOE S&P 100 INDEX,E,1283.8699951171875
3562643,112878,2018-10-09,2018-10-09,20180927.0,C,1220000,83.7,86.7,0,0.177707,124068733,,1,CBOE S&P 100 INDEX,E,1283.5999755859375
3565009,112878,2018-10-10,2018-10-10,20180927.0,C,1220000,56.3,60.0,0,0.185402,124068733,,1,CBOE S&P 100 INDEX,E,1239.8299560546875
3567505,112878,2018-10-11,2018-10-11,20180927.0,C,1220000,40.9,45.9,0,0.182666,124068733,,1,CBOE S&P 100 INDEX,E,1214.2900390625
3570001,112878,2018-10-12,2018-10-12,20180927.0,C,1220000,49.5,54.0,0,0.175943,124068733,,1,CBOE S&P 100 INDEX,E,1233.6600341796875
3572343,112878,2018-10-15,2018-10-15,20180927.0,C,1220000,44.3,48.4,0,0.177353,124068733,,1,CBOE S&P 100 INDEX,E,1224.489990234375
3574685,112878,2018-10-16,2018-10-16,20180927.0,C,1220000,57.6,61.0,0,0.169692,124068733,,1,CBOE S&P 100 INDEX,E,1250.4599609375
3577027,112878,2018-10-17,2018-10-17,20180927.0,C,1220000,57.8,61.4,0,0.168626,124068733,,1,CBOE S&P 100 INDEX,E,1251.6600341796875
3579369,112878,2018-10-18,2018-10-18,20180927.0,C,1220000,46.8,50.0,0,0.169574,124068733,,1,CBOE S&P 100 INDEX,E,1232.8299560546875
3581711,112878,2018-10-19,2018-10-19,20180927.0,C,1220000,49.5,52.7,0,0.174003,124068733,,1,CBOE S&P 100 INDEX,E,1236.0899658203125
3583823,112878,2018-10-22,2018-10-22,20180927.0,C,1220000,46.3,49.4,0,0.175467,124068733,,1,CBOE S&P 100 INDEX,E,1231.02001953125
3586185,112878,2018-10-23,2018-10-23,20180927.0,C,1220000,42.3,45.4,0,0.171582,124068733,,1,CBOE S&P 100 INDEX,E,1225.8199462890625
3588547,112878,2018-10-24,2018-10-24,20180927.0,C,1220000,23.8,28.8,0,0.176521,124068733,,1,CBOE S&P 100 INDEX,E,1185.780029296875
3591031,112878,2018-10-25,2018-10-25,20180927.0,C,1220000,35.9,39.6,0,0.179539,124068733,,1,CBOE S&P 100 INDEX,E,1211.1099853515625
3593515,112878,2018-10-26,2018-10-26,20180927.0,C,1220000,23.4,28.4,0,0.170777,124068733,,1,CBOE S&P 100 INDEX,E,1189.06005859375
3595845,112878,2018-10-29,2018-10-29,20180927.0,C,1220000,19.9,23.4,0,0.173667,124068733,,1,CBOE S&P 100 INDEX,E,1177.68994140625
3598175,112878,2018-10-30,2018-10-30,20180927.0,C,1220000,26.8,30.6,0,0.179198,124068733,,1,CBOE S&P 100 INDEX,E,1193.699951171875
3600505,112878,2018-10-31,2018-10-31,20180927.0,C,1220000,33.5,37.5,0,0.180658,124068733,,1,CBOE S&P 100 INDEX,E,1208.8399658203125
3602955,112878,2018-11-01,2018-11-01,20180927.0,C,1220000,36.5,40.0,0,0.16974,124068733,,1,CBOE S&P 100 INDEX,E,1219.800048828125
3605405,112878,2018-11-02,2018-11-02,20180927.0,C,1220000,31.3,35.1,0,0.168197,124068733,,1,CBOE S&P 100 INDEX,E,1210.739990234375
3607725,112878,2018-11-05,2018-11-05,20180927.0,C,1220000,35.2,38.6,0,0.173331,124068733,,1,CBOE S&P 100 INDEX,E,1217.5
3610045,112878,2018-11-06,2018-11-06,20180927.0,C,1220000,38.0,40.9,0,0.169008,124068733,,1,CBOE S&P 100 INDEX,E,1224.6700439453125
3612365,112878,2018-11-07,2018-11-07,20180927.0,C,1220000,53.3,56.1,0,0.163974,124068733,,1,CBOE S&P 100 INDEX,E,1252.449951171875
3614807,112878,2018-11-08,2018-11-08,20180927.0,C,1220000,50.1,53.1,0,0.160515,124068733,,1,CBOE S&P 100 INDEX,E,1249.0799560546875
3617287,112878,2018-11-09,2018-11-09,20180927.0,C,1220000,44.2,47.6,0,0.169265,124068733,,1,CBOE S&P 100 INDEX,E,1237.3499755859375
3619637,112878,2018-11-12,2018-11-12,20180927.0,C,1220000,29.4,32.1,0,0.166352,124068733,,1,CBOE S&P 100 INDEX,E,1211.5899658203125
3621987,112878,2018-11-13,2018-11-13,20180927.0,C,1220000,28.6,31.1,0,0.168905,124068733,,1,CBOE S&P 100 INDEX,E,1209.1500244140625
3624337,112878,2018-11-14,2018-11-14,20180927.0,C,1220000,24.4,27.0,0,0.17086,124068733,,1,CBOE S&P 100 INDEX,E,1199.77001953125
3627131,112878,2018-11-15,2018-11-15,20180927.0,C,1220000,29.5,32.0,0,0.168545,124068733,,1,CBOE S&P 100 INDEX,E,1212.5899658203125
3630623,112878,2018-11-16,2018-11-16,20180927.0,C,1220000,29.3,31.5,0,0.165628,124068733,,1,CBOE S&P 100 INDEX,E,1213.72998046875
3633871,112878,2018-11-19,2018-11-19,20180927.0,C,1220000,19.6,21.9,0,0.16526,124068733,,1,CBOE S&P 100 INDEX,E,1193.489990234375
3637119,112878,2018-11-20,2018-11-20,20180927.0,C,1220000,12.5,14.7,0,0.170671,124068733,,1,CBOE S&P 100 INDEX,E,1169.93994140625
3640467,112878,2018-11-21,2018-11-21,20180927.0,C,1220000,11.2,12.9,0,0.160088,124068733,,1,CBOE S&P 100 INDEX,E,1171.2900390625
3643815,112878,2018-11-23,2018-11-23,20180927.0,C,1220000,8.2,10.2,0,0.160195,124068733,,1,CBOE S&P 100 INDEX,E,1161.4000244140625
3646981,112878,2018-11-26,2018-11-26,20180927.0,C,1220000,11.3,13.0,0,0.151041,124068733,,1,CBOE S&P 100 INDEX,E,1180.4599609375
3650147,112878,2018-11-27,2018-11-27,20180927.0,C,1220000,13.1,15.0,0,0.152653,124068733,,1,CBOE S&P 100 INDEX,E,1186.550048828125
3653313,112878,2018-11-28,2018-11-28,20180927.0,C,1220000,26.0,28.7,0,0.16164,124068733,,1,CBOE S&P 100 INDEX,E,1216.0899658203125
3656597,112878,2018-11-29,2018-11-29,20180927.0,C,1220000,26.1,28.7,0,0.170013,124068733,,1,CBOE S&P 100 INDEX,E,1213.699951171875
3659881,112878,2018-11-30,2018-11-30,20180927.0,C,1220000,30.6,33.8,0,0.165943,124068733,,1,CBOE S&P 100 INDEX,E,1225.18994140625
3662999,112878,2018-12-03,2018-12-03,20180927.0,C,1220000,36.6,39.1,0,0.158904,124068733,,1,CBOE S&P 100 INDEX,E,1238.6300048828125
3666117,112878,2018-12-04,2018-12-04,20180927.0,C,1220000,17.7,21.2,0,0.173778,124068733,,1,CBOE S&P 100 INDEX,E,1197.47998046875
3669481,112878,2018-12-06,2018-12-06,20180927.0,C,1220000,16.5,19.3,0,0.170945,124068733,,1,CBOE S&P 100 INDEX,E,1196.199951171875
3672921,112878,2018-12-07,2018-12-07,20180927.0,C,1220000,9.4,11.6,0,0.183741,124068733,,1,CBOE S&P 100 INDEX,E,1167.5699462890625
3676215,112878,2018-12-10,2018-12-10,20180927.0,C,1220000,9.0,11.2,0,0.181539,124068733,,1,CBOE S&P 100 INDEX,E,1170.4100341796875
3679509,112878,2018-12-11,2018-12-11,20180927.0,C,1220000,8.2,10.0,0,0.176169,124068733,,1,CBOE S&P 100 INDEX,E,1170.0799560546875
3682803,112878,2018-12-12,2018-12-12,20180927.0,C,1220000,9.3,11.0,0,0.175419,124068733,,1,CBOE S&P 100 INDEX,E,1176.02001953125
3686097,112878,2018-12-13,2018-12-13,20180927.0,C,1220000,8.8,10.1,0,0.167142,124068733,,1,CBOE S&P 100 INDEX,E,1178.25
3689509,112878,2018-12-14,2018-12-14,20180927.0,C,1220000,4.2,5.3,0,0.172493,124068733,,1,CBOE S&P 100 INDEX,E,1153.5899658203125
3692785,112878,2018-12-17,2018-12-17,20180927.0,C,1220000,1.9,2.85,0,0.184818,124068733,,1,CBOE S&P 100 INDEX,E,1130.6300048828125
3696061,112878,2018-12-18,2018-12-18,20180927.0,C,1220000,2.25,3.3,0,0.192877,124068733,,1,CBOE S&P 100 INDEX,E,1132.030029296875
3699337,112878,2018-12-19,2018-12-19,20180927.0,C,1220000,0.6,1.45,0,0.184039,124068733,,1,CBOE S&P 100 INDEX,E,1113.550048828125
3702613,112878,2018-12-20,2018-12-20,20180927.0,C,1220000,0.35,1.15,0,0.201474,124068733,,1,CBOE S&P 100 INDEX,E,1096.3599853515625
3705889,112878,2018-12-21,2018-12-21,20180927.0,C,1220000,0.0,1.5,0,0.241728,124068733,,1,CBOE S&P 100 INDEX,E,1071.3199462890625
3708889,112878,2018-12-24,2018-12-24,20180927.0,C,1220000,0.0,1.5,0,0.300319,124068733,,1,CBOE S&P 100 INDEX,E,1042.77001953125
